id,name,author,title,description,url,publishedAt,content
cbc-news,CBC News,,Up to 10% of Quebec health-care workers have experienced long COVID: study,"More than 26,000 of Quebec's 400,000 health-care workers participated in online or telephone surveys, conducted between May and July. The study found that three-quarters of respondents have had COVID-19 at least once and 10 per cent of those workers still had…",https://www.cbc.ca/news/canada/montreal/long-covid-quebec-health-care-workers-1.6974843,2023-09-22T00:08:57Z,"A study by Quebec's public health institute has found that between six and 10 per cent of the province's health-care workers have experienced long COVID.
The study, whose preliminary results were pr… [+852 chars]"
cbc-news,CBC News,Amina Zafar,Rehab programs can improve quality of life for patients struggling with long COVID: research,"New findings indicate how exercise helps people living with long COVID walk further and faster. Such patients commonly report that they have a hard time handling long or strenuous walks, which in turn hampers their quality of life.",https://www.cbc.ca/news/health/post-covid-condition-exercise-review-1.6974189,2023-09-22T08:00:00Z,"People struggling with long COVID tend to be able to walk longer and further when they do individualized exercises, a new review suggests.
When symptoms such as fatigue, headache and shortness of br… [+4540 chars]"
business-insider,Business Insider,tcarter@insider.com (Tom Carter),Instagram's Threads never wanted to be a platform for hard news or politics. Now it's blocking searches about COVID-19.,Meta has temporarily blocked searches for COVID-19-related topics on Threads after rolling out a new search tool for its X rival.,https://www.businessinsider.com/meta-instragram-threads-blocks-searches-about-covid-political-news-19-2023-9,2023-09-12T10:38:16Z,"Meta has temporarily blocked searches for COVID-19-related topics on Threads as cases in the US rise after rolling out a new search tool for its X, formerly Twitter, rival. 
Attempts to search ""Covi… [+2334 chars]"
,[Removed],,[Removed],[Removed],https://removed.com,1970-01-01T00:00:00Z,[Removed]
cbc-news,CBC News,Dennis Kovtun,"Incidence of long COVID 'strikingly low' in children, Alberta researchers find","""It's reassuring that in our study we found that most kids resolve symptoms within two weeks,"" said lead author Lyndsey Hahn, a postdoctoral fellow in the pediatrics department of the University of Alberta's faculty of medicine and dentistry.",https://www.cbc.ca/news/canada/edmonton/incidence-of-long-covid-strikingly-low-in-children-alberta-researchers-find-1.6975858,2023-09-24T15:00:00Z,"New research from the University of Alberta has found a ""strikingly low"" incidence of long COVID among children ages eight to 13 who contracted COVID-19.
""It's reassuring that in our study we found … [+4203 chars]"
new-york-magazine,New York Magazine,John Herrman,Social Media Drops the ‘Digital Town Square’ Routine,"Every platform used to be for everyone, but those days are gone. That Meta’s Twitter competitor, Threads, is blocking searches for “vaccines” is but the latest example of big social media companies trying to move on from messy discourse.",http://nymag.com/intelligencer/2023/09/social-media-drops-the-digital-town-square-routine.html,2023-09-16T16:30:19Z,"Im guessing you dont need to be told that Threads, Metas uncanny competitor to the site formerly known as Twitter, is not a top-tier source for the latest science news or for advice about your person… [+10186 chars]"
bbc-news,BBC News,https://www.facebook.com/bbcnews,Humza Yousaf: Childcare to be focus of programme for government,Humza Yousaf will reveal his government's priorities as MSPs return to parliament from recess.,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-66705990,2023-09-05T05:13:25Z,"First Minister Humza Yousaf says childcare will be at the centre of his government's policy agenda for the coming year.
The SNP leader will reveal his new programme for government at Holyrood later … [+4632 chars]"
,[Removed],,[Removed],[Removed],https://removed.com,1970-01-01T00:00:00Z,[Removed]
new-york-magazine,New York Magazine,Chas Danner,What to Know About the New COVID Mini-Wave,"COVID cases and hospitalizations have been ticking up in the U.S. and there’s a new variant, BA.2.86, on the radar, but neither are reason for panic. Also, newly updated booster shots are set to arrive in the coming weeks.",http://nymag.com/intelligencer/2023/08/what-to-know-about-the-new-covid-mini-wave.html,2023-08-29T13:30:30Z,"There is clear evidence that COVID-19 is on the rise in New York City, the U.S., and other places around the world, but the late-summer surge in cases, hospitalizations, and deaths is so far more lik… [+5732 chars]"
the-times-of-india,The Times of India,PTI,New research discovers blood substances vital for identifying long Covid patients,Scientists have identified blood biomarkers for long Covid that could accurately distinguish patients with the disease. These biomarkers include increased antibody circulation and lower levels of the hormone cortisol.,https://economictimes.indiatimes.com/magazines/panache/new-research-discovers-blood-substances-vital-for-identifying-long-covid-patients/articleshow/103993020.cms,2023-09-27T12:44:22Z,"New Delhi, Blood biomarkers for long Covid, or specific blood substances indicating the disease, have been identified, and could be used to accurately distinguish patients with the disease, scientist… [+2602 chars]"
cbc-news,CBC News,,Former university athlete says COVID stopped him from running — wants people to mask again,"A Tecumseh, Ont., native who brought awareness to the ongoing COVID-19 pandemic by running a marathon while wearing a hospital gown is now dealing with the effects of long COVID.",https://www.cbc.ca/news/canada/windsor/former-university-athlete-covid-stop-running-1.6966950,2023-09-14T19:08:37Z,"A Tecumseh, Ont., native who brought awareness to the ongoing COVID-19 pandemic by running a marathon while wearing a hospital gown is now dealing with the effects of long COVID. 
Evan Ubene, who's … [+5508 chars]"
cbc-news,CBC News,Brishti Basu,"B.C. hospital sees fast spread of COVID-19, but no outbreak declared due to 'negative connotations'","At Saanich Peninsula Hospital on Vancouver Island, a facility that serves mostly seniors, health-care workers tell CBC News there has been a major uptick in COVID-19 cases acquired in hospital in the last two weeks. Still, health officials are not declaring i…",https://www.cbc.ca/news/health/covid-vancouver-island-no-outbreak-1.6959369,2023-09-08T00:19:28Z,"Health-care workers at a hospital on Vancouver Island are sounding alarm about the fast spread of COVID-19 at the facility in the last few weeks, after public health officials said they would not dec… [+7906 chars]"
,[Removed],,[Removed],[Removed],https://removed.com,1970-01-01T00:00:00Z,[Removed]
msnbc,MSNBC,Dr. Esther Choo,"Yes, the new Covid vaccine costs money. Yes, you should get it.","On Monday, the Food and Drug Administration approved the latest Covid vaccines, updated to protect against current strains of the coronavirus.",https://www.msnbc.com/opinion/msnbc-opinion/new-covid-vaccine-booster-released-rcna104860,2023-09-14T10:00:00Z,"On Monday, the Food and Drug Administration approved the latest Covid vaccines, updated to protect against current strains of the coronavirus. The following day, the Centers for Disease Control and P… [+5636 chars]"
new-york-magazine,New York Magazine,Chas Danner,What to Know About the New COVID Mini-Wave,"COVID cases and hospitalizations have been ticking up in the U.S. and there’s a new variant, BA.2.86, on the radar, but neither are reason for panic, and mask mandates aren’t returning. Newly updated booster shots are set to arrive soon, as well.",http://nymag.com/intelligencer/article/what-to-know-about-the-new-covid-mini-wave.html,2023-08-31T16:52:00Z,"There is clear evidence that COVID-19 is on the rise in New York City, the U.S., and other places around the world, but the late-summer surge in cases, hospitalizations, and deaths is so far more lik… [+6213 chars]"
newsweek,Newsweek,Sindy Marisol Benavides,"Regardless of Age, Joe Biden Is Still the Right Person To Lead Our Country | Opinion","President Joe Biden has amplified recovery efforts and invested in young people's future, expanded our nation's small businesses, and addressed our nation's battle in the COVID-19 pandemic.",https://www.newsweek.com/regardless-age-joe-biden-still-right-person-lead-our-country-opinion-1825691,2023-09-13T11:00:01Z,"In 1973, Joe Biden, a fresh up-and-coming face in electoral politics, would take the train from Delaware to the nation's capital to be sworn in as the seventh youngest senator in U.S. history. At 30 … [+5819 chars]"
nbc-news,NBC News,Aria Bendix,"Sore throat, then congestion: Common Covid symptoms follow a pattern now, doctors say","Doctors describe a clearer, more consistent pattern of Covid symptoms than they saw in the past. The illness often starts with sore throat and congestion.",https://www.nbcnews.com/health/health-news/covid-symptoms-mild-follow-pattern-doctors-say-rcna105090,2023-09-16T12:00:00Z,"Doctors say they're finding it increasingly difficult to distinguish Covid from allergies or the common cold, even as hospitalizations tick up.
The illness' past hallmarks, such as a dry cough or th… [+5947 chars]"
nbc-news,NBC News,Benjamin Ryan,"As Covid cases rise, what to know about Paxlovid",The Covid antiviral Paxlovid can reduce the risk of hospitalization or death. But there are potential downsides to the medication.,https://www.nbcnews.com/health/health-news/covid-cases-rise-know-paxlovid-rcna104698,2023-09-24T12:00:00Z,Covid cases and hospitalizations have risen again. Some Americans are anxious about possibly getting very sick from the infection. Paxlovid antiviral pills remain an option for mitigating the risk. B… [+8631 chars]
usa-today,USA Today,"Karen Weintraub, USA TODAY",New data says the latest COVID variant is less worrisome than first imagined. Vaccines are helping protect against it.,"The newest COVID variant, BA.2.86, looked pretty scary initially, but data out this week suggests it's ""not even a tropical storm"" - at least for now.",https://www.usatoday.com/story/news/health/2023/09/06/covid-19-variant-ba-2-86-vaccines/70772159007/,2023-09-06T11:16:02Z,"The newest COVID-19 variant isn't as scary as it seemed at first and fall booster shots should protect against it and all the other currently circulating variants, new data suggests.
In a clinical t… [+6939 chars]"
newsweek,Newsweek,Giulia Carbonaro,Is America Going Too Far on COVID Vaccines?,Many countries around the world are recommending a COVID-19 vaccine booster this fall—but the U.S. is the only one that is recommending it for everyone. Why?,https://www.newsweek.com/america-going-too-far-covid-vaccines-1826673,2023-09-14T10:39:51Z,"With cases of COVID-19 in the U.S. once again on the rise, despite government officials finally declaring the end of the health emergency earlier this year, the Centers for Disease Control and Preven… [+7405 chars]"
newsweek,Newsweek,James Bickerton,Mask Mandates Are Not Happening Where COVID-19 Cases Are Rising Fastest,The Republican governors of three of the states where COVID-19 cases are rising most rapidly have either banned or ruled out mask mandates.,https://www.newsweek.com/mask-mandates-not-happening-where-covid-cases-rising-fastest-1825772,2023-09-09T14:59:59Z,"There are growing fears over a new wave of coronavirus across the United States, with the federal Centers for Disease Control and Prevention warning of a new strain, BA.2.86. The CDC said ""may be mor… [+3468 chars]"
nbc-news,NBC News,Elizabeth Robinson,Government shutdown looms and David McCallum dies: Morning Rundown,"Kevin McCarthy, government shutdown, New Orleans water, Lahaina wildfires aftermath, Ruby Franke, Jodi Hildebrandt, Gymnastics Ireland, Doja Cat",https://www.nbcnews.com/news/morning-rundown-september-26-rcna117315,2023-09-26T11:11:57Z,Kevin McCarthy battles far-right Republicans and a ticking clock as a government shutdown looms. New Orleans officials fear a drinking water emergency. And an NBC News poll reveals which issues voter… [+7193 chars]
abc-news-au,ABC News (AU),,First long covid conference in Australia kicks off in Victoria,Health experts from around Australia have gathered in Victoria for the long covid conference. It is the first time a conference has been dedicated entirely to the issue.,https://www.abc.net.au/news/2023-09-04/first-long-covid-conference-in-australia-kicks-off/102812012,2023-09-04T04:29:20Z,Health experts from around Australia have gathered in Victoria for the long covid conference. It is the first time a conference has been dedicated entirely to the issue.
bbc-news,BBC News,,Nagorno-Karabakh: aid arrives amidst worsening conditions,"The Red Cross has managed to deliver seventy tonnes of aid to Nagorno-Karabakh for the first time since Azerbaijan captured the disputed territory this week. Some have sought refuge in the main city amidst dwindling food, medicine and fuel supplies. 
 
Also o…",https://www.bbc.co.uk/programmes/w172z09m7dgd7t5,2023-09-23T21:13:00Z,The Red Cross has managed to deliver seventy tonnes of aid to Nagorno-Karabakh for the first time since Azerbaijan captured the disputed territory this week. Some have sought refuge in the main city … [+480 chars]
cbc-news,CBC News,Yasmine Ghania,"'COVID was never gone': As cases rise in B.C., so do worries about normalizing the virus",Infectious disease specialists and immunocompromised people are concerned about an increase in COVID-19 cases in B.C. — especially because it appears many people have stopped following recommended health measures like wearing masks and staying home when sick.,https://www.cbc.ca/news/canada/british-columbia/covid-surge-normalizing-virus-1.6977974,2023-09-26T15:12:54Z,"Candace Latham has never stopped wearing a mask.
The Vancouver mother and her 15-year-old son are both immunocompromised, which has made the past 3½ years of COVID-19 extremely difficult. Latham say… [+3720 chars]"
newsweek,Newsweek,Jon Jackson,Putin May Break UN Pact Russia Voted to Enact,Russia once supported a United Nations resolution that barred arms deals with North Korea.,https://www.newsweek.com/putin-may-break-un-pact-russia-voted-enact-1827045,2023-09-14T16:53:51Z,"White House officials have expressed concern that Russian President Vladimir Putin discussed a potential arms deal with Kim Jung Un when he met with the North Korean leader on Wednesday.
Any arms de… [+5073 chars]"
newsweek,Newsweek,Suzanne Blake,Republicans' Belief COVID Is Getting Worse Is Growing Fast,A growing number of Republicans said they worry about the coronavirus getting worse as the new variant emerges.,https://www.newsweek.com/republicans-growing-concern-coronavirus-pandemic-1830447,2023-09-27T20:36:53Z,"Americans are feeling weary that the pandemic might not be as over as they once believed, and a growing number of Republicans have expressed concern that the coronavirus is indeed getting worse.
Acc… [+5146 chars]"
fortune,Fortune,Erin Prater,"When and where can you get the updated COVID booster? And who needs one? What you need to know, according to experts","All Americans ages 6 months and older are eligible for the new COVID vaccine, according to the CDC.",https://fortune.com/well/2023/09/13/covid-vaccine-updated-booster-2023-availability-eligibility/,2023-09-13T21:28:54Z,"Good news for those nervous about rising COVID levels and the coming respiratory disease season: By the end of the week, boosters tailored to a newer strain of Omicron should be available nationwide,… [+6011 chars]"
bbc-news,BBC News,https://www.facebook.com/bbcnews,Family of ill teen say they were silenced by courts,The 19-year-old is named as Sudiksha Thirumalesh after legal restrictions are lifted.,https://www.bbc.co.uk/news/health-66893040,2023-09-22T15:51:25Z,"The family of a teenager who died while challenging an NHS decision over her life-preserving treatment say they were ""brutally silenced"" by the courts. 
The 19-year-old can now be named as Sudiksha … [+3001 chars]"
newsweek,Newsweek,Pandora Dewan,Are COVID Boosters Safe? What the Science Says,"Now that they've been approved by the FDA, who should be getting the new COVID booster vaccines?",https://www.newsweek.com/are-covid-boosters-safe-science-1826517,2023-09-12T20:01:15Z,"An updated round of COVID-19 booster vaccines was approved by the U.S. Food and Drug Administration (FDA) on Monday, with doses becoming available as early as the end of this week.
The announcement … [+8570 chars]"
engadget,Engadget,Malak Saleh,The new COVID-19 vaccines are here for the fall,"A new lineup of COVID-19 vaccines are now becoming available in the US. The updated shots will arrive at select pharmacies as retailers continue to receive inventory. CVS says
 it expects all of its pharmacies to have the new vaccines in stock by early next …",https://www.engadget.com/the-new-covid-19-vaccines-are-here-for-the-fall-184029568.html,2023-09-14T18:40:29Z,"A new lineup of COVID-19 vaccines are now becoming available in the US. The updated shots will arrive at select pharmacies as retailers continue to receive inventory. CVS says
 it expects all of its… [+2064 chars]"
time,Time,Angela Haupt,6 Things to Do if Your Doctor Isn’t Listening to You,Dismissing patients’ concerns can lead to missed diagnoses and delayed care. Here's what to do if your doctor isn't hearing you.,https://time.com/6312720/what-to-do-if-your-doctor-isnt-listening-to-you/,2023-09-11T17:14:54Z,"Liz Helms still remembers the way her doctor looked at her 30 years ago, when she described the severe pain she was experiencing in the area around her jaw. She told him she had limited facial moveme… [+7595 chars]"
nbc-news,NBC News,Aria Bendix and Matt Dixon,DeSantis administration advises against Covid shots for Florida residents under 65,Florida Gov. Ron DeSantis' administration is advising all residents under age 65 not to get the new Covid boosters from Pfizer and Moderna.,https://www.nbcnews.com/health/health-news/desantis-administration-advises-no-covid-shots-under-65-rcna104912,2023-09-13T23:10:16Z,"In a deviation from federal recommendations, Florida Gov. Ron DeSantis' administration is advising residents under the age of 65 not to get the new Covid boosters from Pfizer and Moderna.
""What I ha… [+5286 chars]"
fortune,Fortune,L'Oreal Thompson Payton,13 innovators shaping the future of health,Each honoree has had a major accomplishment over the last year and is using their influence to increase health and wellness access and equity.,https://fortune.com/well/article/health-wellness-innovators-2023/,2023-09-26T10:00:00Z,"In an industry worth more than $800 billion, its hard to stand out. But the following innovators have found a way. Whether theyre tackling womens health, creating wellness communities, or encouraging… [+14780 chars]"
,[Removed],,[Removed],[Removed],https://removed.com,1970-01-01T00:00:00Z,[Removed]
the-times-of-india,The Times of India,PTI,"G20 leaders stress on achieving universal health coverage, enhancing pandemic preparedness","While highlighting the public health dimension of the world drug problem, the leaders called for strong international counter-narcotics cooperation, free of unnecessary restrictions, including information sharing and capacity building to disrupt production an…",https://economictimes.indiatimes.com/news/india/g20-leaders-stress-on-achieving-universal-health-coverage-enhancing-pandemic-preparedness/articleshow/103576827.cms,2023-09-11T10:32:25Z,"G20 leaders have resolved to build more resilient, equitable, sustainable and inclusive health systems to achieve universal health coverage, enhance pandemic preparedness and strengthen existing infe… [+3577 chars]"
bbc-news,BBC News,https://www.facebook.com/bbcnews,What you need to know about Covid as new variant rises,Hospitalisations have gone up since the summer and a new variant is spreading. Should we be concerned?,https://www.bbc.co.uk/news/health-66848549,2023-09-23T23:15:57Z,The number of people in hospital has gone up. Google searches have doubled in a month and booster vaccines have been brought forward because of a new variant. It might all feel a bit 2021. But - thes… [+7312 chars]
fox-news,Fox News,Associated Press,Health and Human Services Department awards clinics treating long COVID patients $45 million,The federal government is supporting clinics treating long COVID patients by granting $45 million. The funds will be used to help clinics develop new models of care.,https://www.foxnews.com/health/health-human-services-awards-clinics-treating-long-covid-patients-45-million,2023-09-20T16:39:09Z,"The U.S. government is awarding $45 million in grants to help clinics treating long COVID develop new models of care and expand access, the Department of Health and Human Services (HHS) said on Wedne… [+2182 chars]"
nbc-news,NBC News,Theresa Tamkins,At-home Covid testing: When to test and what your results mean,"With positive Covid cases and hospitalizations up across the U.S., here’s what you should know about testing safely and accurately as new variants circulate.",https://www.nbcnews.com/health/health-news/covid-test-at-home-new-variants-2023-what-to-know-rcna103676,2023-09-10T11:00:00Z,"With Covid on the rise once again, you may find yourself reaching for an at-home test for the first time in months. 
Covid activity is picking up, with hospitalizations increasing in recent weeks, w… [+8511 chars]"
